,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Winner,Result,Year
2498,I1,14/10/01,Milan,Venezia,1,1,D,Draw,Draw,2001
2499,I1,14/10/01,Parma,Piacenza,2,2,D,Draw,Draw,2001
2500,I1,14/10/01,Udinese,Inter,1,1,D,Draw,Draw,2001
2501,I1,14/10/01,Verona,Bologna,0,1,A,Bologna,AwayTeamWin,2001
2502,I1,20/10/01,Bologna,Juventus,0,0,D,Draw,Draw,2001
2503,I1,21/10/01,Atalanta,Udinese,1,5,A,Udinese,AwayTeamWin,2001
2504,I1,21/10/01,Chievo,Parma,1,0,H,Chievo,HomeTeamWin,2001
2505,I1,21/10/01,Fiorentina,Verona,0,2,A,Verona,AwayTeamWin,2001
2506,I1,21/10/01,Inter,Milan,2,4,A,Milan,AwayTeamWin,2001
2507,I1,21/10/01,Piacenza,Brescia,0,1,A,Brescia,AwayTeamWin,2001
2508,I1,21/10/01,Roma,Lecce,5,1,H,Roma,HomeTeamWin,2001
2509,I1,21/10/01,Torino,Perugia,1,0,H,Torino,HomeTeamWin,2001
2510,I1,21/10/01,Venezia,Lazio,0,0,D,Draw,Draw,2001
2511,I1,27/10/01,Juventus,Inter,0,0,D,Draw,Draw,2001
2512,I1,27/10/01,Roma,Lazio,2,0,H,Roma,HomeTeamWin,2001
2513,I1,28/10/01,Brescia,Venezia,3,2,H,Brescia,HomeTeamWin,2001
2514,I1,28/10/01,Chievo,Torino,3,0,H,Chievo,HomeTeamWin,2001
2515,I1,28/10/01,Lecce,Atalanta,0,2,A,Atalanta,AwayTeamWin,2001
2516,I1,28/10/01,Milan,Bologna,0,0,D,Draw,Draw,2001
2517,I1,28/10/01,Parma,Verona,2,2,D,Draw,Draw,2001
2518,I1,28/10/01,Perugia,Piacenza,1,0,H,Perugia,HomeTeamWin,2001
2519,I1,28/10/01,Udinese,Fiorentina,1,2,A,Fiorentina,AwayTeamWin,2001
2520,I1,03/11/01,Venezia,Chievo,0,0,D,Draw,Draw,2001
2521,I1,04/11/01,Atalanta,Roma,1,1,D,Draw,Draw,2001
2522,I1,04/11/01,Bologna,Fiorentina,3,2,H,Bologna,HomeTeamWin,2001
2523,I1,04/11/01,Inter,Lecce,2,0,H,Inter,HomeTeamWin,2001
2524,I1,04/11/01,Lazio,Brescia,5,0,H,Lazio,HomeTeamWin,2001
2525,I1,04/11/01,Parma,Perugia,2,1,H,Parma,HomeTeamWin,2001
2526,I1,04/11/01,Piacenza,Udinese,1,2,A,Udinese,AwayTeamWin,2001
2527,I1,04/11/01,Torino,Milan,1,0,H,Torino,HomeTeamWin,2001
2528,I1,04/11/01,Verona,Juventus,2,2,D,Draw,Draw,2001
2529,I1,17/11/01,Roma,Inter,0,0,D,Draw,Draw,2001
2530,I1,18/11/01,Atalanta,Venezia,1,0,H,Atalanta,HomeTeamWin,2001
2531,I1,18/11/01,Fiorentina,Torino,0,0,D,Draw,Draw,2001
2532,I1,18/11/01,Juventus,Parma,3,1,H,Juventus,HomeTeamWin,2001
2533,I1,18/11/01,Lecce,Bologna,1,0,H,Lecce,HomeTeamWin,2001
2534,I1,18/11/01,Milan,Piacenza,0,0,D,Draw,Draw,2001
2535,I1,18/11/01,Perugia,Brescia,1,1,D,Draw,Draw,2001
2536,I1,18/11/01,Udinese,Lazio,1,4,A,Lazio,AwayTeamWin,2001
2537,I1,18/11/01,Verona,Chievo,3,2,H,Verona,HomeTeamWin,2001
2538,I1,24/11/01,Lazio,Juventus,1,0,H,Lazio,HomeTeamWin,2001
2539,I1,25/11/01,Bologna,Roma,1,3,A,Roma,AwayTeamWin,2001
2540,I1,25/11/01,Brescia,Udinese,2,0,H,Brescia,HomeTeamWin,2001
2541,I1,25/11/01,Chievo,Perugia,2,0,H,Chievo,HomeTeamWin,2001
2542,I1,25/11/01,Inter,Fiorentina,2,0,H,Inter,HomeTeamWin,2001
2543,I1,25/11/01,Parma,Milan,0,1,A,Milan,AwayTeamWin,2001
2544,I1,25/11/01,Piacenza,Atalanta,1,2,A,Atalanta,AwayTeamWin,2001
2545,I1,25/11/01,Torino,Verona,5,1,H,Torino,HomeTeamWin,2001
2546,I1,25/11/01,Venezia,Lecce,1,1,D,Draw,Draw,2001
2547,I1,01/12/01,Juventus,Perugia,2,0,H,Juventus,HomeTeamWin,2001
2548,I1,02/12/01,Atalanta,Inter,2,4,A,Inter,AwayTeamWin,2001
2549,I1,02/12/01,Bologna,Torino,1,0,H,Bologna,HomeTeamWin,2001
2550,I1,02/12/01,Fiorentina,Piacenza,1,3,A,Piacenza,AwayTeamWin,2001
2551,I1,02/12/01,Lecce,Lazio,1,2,A,Lazio,AwayTeamWin,2001
2552,I1,02/12/01,Milan,Chievo,3,2,H,Milan,HomeTeamWin,2001
2553,I1,02/12/01,Roma,Venezia,1,0,H,Roma,HomeTeamWin,2001
2554,I1,02/12/01,Udinese,Parma,3,2,H,Udinese,HomeTeamWin,2001
2555,I1,02/12/01,Verona,Brescia,2,0,H,Verona,HomeTeamWin,2001
2556,I1,08/12/01,Piacenza,Bologna,2,0,H,Piacenza,HomeTeamWin,2001
2557,I1,09/12/01,Brescia,Inter,1,3,A,Inter,AwayTeamWin,2001
2558,I1,09/12/01,Chievo,Lecce,2,1,H,Chievo,HomeTeamWin,2001
2559,I1,09/12/01,Lazio,Fiorentina,3,0,H,Lazio,HomeTeamWin,2001
2560,I1,09/12/01,Milan,Juventus,1,1,D,Draw,Draw,2001
2561,I1,09/12/01,Parma,Roma,1,2,A,Roma,AwayTeamWin,2001
2562,I1,09/12/01,Perugia,Venezia,2,0,H,Perugia,HomeTeamWin,2001
2563,I1,09/12/01,Torino,Atalanta,1,2,A,Atalanta,AwayTeamWin,2001
2564,I1,09/12/01,Udinese,Verona,2,1,H,Udinese,HomeTeamWin,2001
2565,I1,15/12/01,Inter,Chievo,1,2,A,Chievo,AwayTeamWin,2001
2566,I1,16/12/01,Atalanta,Parma,4,1,H,Atalanta,HomeTeamWin,2001
2567,I1,16/12/01,Bologna,Perugia,2,1,H,Bologna,HomeTeamWin,2001
2568,I1,16/12/01,Fiorentina,Brescia,1,0,H,Fiorentina,HomeTeamWin,2001
2569,I1,16/12/01,Juventus,Piacenza,2,0,H,Juventus,HomeTeamWin,2001
2570,I1,16/12/01,Lecce,Torino,1,1,D,Draw,Draw,2001
2571,I1,16/12/01,Roma,Milan,1,0,H,Roma,HomeTeamWin,2001
2572,I1,16/12/01,Venezia,Udinese,2,1,H,Venezia,HomeTeamWin,2001
2573,I1,16/12/01,Verona,Lazio,3,1,H,Verona,HomeTeamWin,2001
2574,I1,19/12/01,Atalanta,Milan,1,1,D,Draw,Draw,2001
2575,I1,19/12/01,Bologna,Udinese,0,1,A,Udinese,AwayTeamWin,2001
2576,I1,19/12/01,Fiorentina,Juventus,1,1,D,Draw,Draw,2001
2577,I1,19/12/01,Inter,Verona,3,0,H,Inter,HomeTeamWin,2001
2578,I1,19/12/01,Lecce,Perugia,2,3,A,Perugia,AwayTeamWin,2001
2579,I1,19/12/01,Roma,Brescia,0,0,D,Draw,Draw,2001
2580,I1,19/12/01,Torino,Parma,1,0,H,Torino,HomeTeamWin,2001
2581,I1,19/12/01,Venezia,Piacenza,2,3,A,Piacenza,AwayTeamWin,2001
2582,I1,22/12/01,Chievo,Roma,0,3,A,Roma,AwayTeamWin,2001
2583,I1,22/12/01,Lazio,Bologna,2,2,D,Draw,Draw,2001
2584,I1,23/12/01,Brescia,Juventus,0,4,A,Juventus,AwayTeamWin,2001
2585,I1,23/12/01,Milan,Verona,2,1,H,Milan,HomeTeamWin,2001
2586,I1,23/12/01,Parma,Fiorentina,2,0,H,Parma,HomeTeamWin,2001
2587,I1,23/12/01,Perugia,Atalanta,2,0,H,Perugia,HomeTeamWin,2001
2588,I1,23/12/01,Piacenza,Inter,2,3,A,Inter,AwayTeamWin,2001
2589,I1,23/12/01,Torino,Venezia,1,2,A,Venezia,AwayTeamWin,2001
2590,I1,23/12/01,Udinese,Lecce,0,1,A,Lecce,AwayTeamWin,2001
2591,I1,05/01/02,Lecce,Milan,0,1,A,Milan,AwayTeamWin,2002
2592,I1,06/01/02,Atalanta,Chievo,1,2,A,Chievo,AwayTeamWin,2002
2593,I1,06/01/02,Bologna,Brescia,2,1,H,Bologna,HomeTeamWin,2002
2594,I1,06/01/02,Fiorentina,Perugia,1,3,A,Perugia,AwayTeamWin,2002
2595,I1,06/01/02,Inter,Lazio,0,0,D,Draw,Draw,2002
2596,I1,06/01/02,Juventus,Udinese,3,0,H,Juventus,HomeTeamWin,2002
2597,I1,06/01/02,Roma,Torino,1,0,H,Roma,HomeTeamWin,2002
2598,I1,06/01/02,Venezia,Parma,3,4,A,Parma,AwayTeamWin,2002
2599,I1,06/01/02,Verona,Piacenza,1,0,H,Verona,HomeTeamWin,2002
2600,I1,13/01/02,Atalanta,Bologna,2,2,D,Draw,Draw,2002
2601,I1,13/01/02,Chievo,Fiorentina,2,2,D,Draw,Draw,2002
2602,I1,13/01/02,Milan,Brescia,0,0,D,Draw,Draw,2002
2603,I1,13/01/02,Parma,Lecce,1,1,D,Draw,Draw,2002
2604,I1,13/01/02,Perugia,Inter,0,2,A,Inter,AwayTeamWin,2002
2605,I1,13/01/02,Piacenza,Lazio,1,0,H,Piacenza,HomeTeamWin,2002
2606,I1,13/01/02,Roma,Verona,3,2,H,Roma,HomeTeamWin,2002
2607,I1,13/01/02,Torino,Udinese,3,1,H,Torino,HomeTeamWin,2002
2608,I1,13/01/02,Venezia,Juventus,1,2,A,Juventus,AwayTeamWin,2002
2609,I1,19/01/02,Brescia,Torino,1,2,A,Torino,AwayTeamWin,2002
2610,I1,20/01/02,Bologna,Chievo,3,1,H,Bologna,HomeTeamWin,2002
2611,I1,20/01/02,Fiorentina,Milan,1,1,D,Draw,Draw,2002
2612,I1,20/01/02,Inter,Parma,2,0,H,Inter,HomeTeamWin,2002
2613,I1,20/01/02,Juventus,Atalanta,3,0,H,Juventus,HomeTeamWin,2002
2614,I1,20/01/02,Lazio,Perugia,5,0,H,Lazio,HomeTeamWin,2002
2615,I1,20/01/02,Lecce,Piacenza,0,0,D,Draw,Draw,2002
2616,I1,20/01/02,Udinese,Roma,1,1,D,Draw,Draw,2002
2617,I1,20/01/02,Verona,Venezia,1,0,H,Verona,HomeTeamWin,2002
2618,I1,26/01/02,Parma,Bologna,2,1,H,Parma,HomeTeamWin,2002
2619,I1,27/01/02,Atalanta,Fiorentina,2,0,H,Atalanta,HomeTeamWin,2002
2620,I1,27/01/02,Chievo,Juventus,1,3,A,Juventus,AwayTeamWin,2002
2621,I1,27/01/02,Lecce,Brescia,1,3,A,Brescia,AwayTeamWin,2002
2622,I1,27/01/02,Milan,Udinese,2,3,A,Udinese,AwayTeamWin,2002
2623,I1,27/01/02,Perugia,Verona,3,1,H,Perugia,HomeTeamWin,2002
2624,I1,27/01/02,Roma,Piacenza,2,0,H,Roma,HomeTeamWin,2002
2625,I1,27/01/02,Torino,Lazio,1,0,H,Torino,HomeTeamWin,2002
2626,I1,27/01/02,Venezia,Inter,1,1,D,Draw,Draw,2002
2627,I1,30/01/02,Chievo,Lazio,3,1,H,Chievo,HomeTeamWin,2002
2628,I1,02/02/02,Inter,Torino,0,0,D,Draw,Draw,2002
2629,I1,03/02/02,Bologna,Venezia,1,1,D,Draw,Draw,2002
2630,I1,03/02/02,Brescia,Parma,1,4,A,Parma,AwayTeamWin,2002
2631,I1,03/02/02,Fiorentina,Roma,2,2,D,Draw,Draw,2002
2632,I1,03/02/02,Juventus,Lecce,3,0,H,Juventus,HomeTeamWin,2002
2633,I1,03/02/02,Lazio,Milan,1,1,D,Draw,Draw,2002
2634,I1,03/02/02,Piacenza,Chievo,2,2,D,Draw,Draw,2002
2635,I1,03/02/02,Udinese,Perugia,0,0,D,Draw,Draw,2002
2636,I1,03/02/02,Verona,Atalanta,3,1,H,Verona,HomeTeamWin,2002
2637,I1,09/02/02,Chievo,Udinese,1,2,A,Udinese,AwayTeamWin,2002
2638,I1,10/02/02,Atalanta,Brescia,0,0,D,Draw,Draw,2002
2639,I1,10/02/02,Bologna,Inter,2,1,H,Bologna,HomeTeamWin,2002
2640,I1,10/02/02,Lecce,Verona,1,1,D,Draw,Draw,2002
2641,I1,10/02/02,Milan,Perugia,1,1,D,Draw,Draw,2002
2642,I1,10/02/02,Parma,Lazio,1,0,H,Parma,HomeTeamWin,2002
2643,I1,10/02/02,Roma,Juventus,0,0,D,Draw,Draw,2002
2644,I1,10/02/02,Torino,Piacenza,1,1,D,Draw,Draw,2002
2645,I1,10/02/02,Venezia,Fiorentina,2,0,H,Venezia,HomeTeamWin,2002
2646,I1,16/02/02,Juventus,Fiorentina,2,1,H,Juventus,HomeTeamWin,2002
2647,I1,16/02/02,Milan,Atalanta,0,0,D,Draw,Draw,2002
2648,I1,17/02/02,Brescia,Roma,0,0,D,Draw,Draw,2002
2649,I1,17/02/02,Lazio,Chievo,1,1,D,Draw,Draw,2002
2650,I1,17/02/02,Parma,Torino,0,1,A,Torino,AwayTeamWin,2002
2651,I1,17/02/02,Perugia,Lecce,2,1,H,Perugia,HomeTeamWin,2002
2652,I1,17/02/02,Piacenza,Venezia,5,0,H,Piacenza,HomeTeamWin,2002
2653,I1,17/02/02,Udinese,Bologna,0,1,A,Bologna,AwayTeamWin,2002
2654,I1,17/02/02,Verona,Inter,0,3,A,Inter,AwayTeamWin,2002
2655,I1,23/02/02,Roma,Perugia,1,0,H,Roma,HomeTeamWin,2002
2656,I1,24/02/02,Atalanta,Lazio,0,1,A,Lazio,AwayTeamWin,2002
2657,I1,24/02/02,Bologna,Verona,2,1,H,Bologna,HomeTeamWin,2002
2658,I1,24/02/02,Chievo,Brescia,1,1,D,Draw,Draw,2002
2659,I1,24/02/02,Fiorentina,Lecce,1,2,A,Lecce,AwayTeamWin,2002
2660,I1,24/02/02,Inter,Udinese,3,2,H,Inter,HomeTeamWin,2002
2661,I1,24/02/02,Piacenza,Parma,2,3,A,Parma,AwayTeamWin,2002
2662,I1,24/02/02,Torino,Juventus,2,2,D,Draw,Draw,2002
2663,I1,24/02/02,Venezia,Milan,1,4,A,Milan,AwayTeamWin,2002
2664,I1,03/03/02,Brescia,Piacenza,2,2,D,Draw,Draw,2002
2665,I1,03/03/02,Juventus,Bologna,2,1,H,Juventus,HomeTeamWin,2002
2666,I1,03/03/02,Lazio,Venezia,4,2,H,Lazio,HomeTeamWin,2002
2667,I1,03/03/02,Lecce,Roma,1,1,D,Draw,Draw,2002
2668,I1,03/03/02,Milan,Inter,0,1,A,Inter,AwayTeamWin,2002
2669,I1,03/03/02,Perugia,Torino,2,0,H,Perugia,HomeTeamWin,2002
2670,I1,03/03/02,Udinese,Atalanta,1,2,A,Atalanta,AwayTeamWin,2002
2671,I1,03/03/02,Verona,Fiorentina,1,2,A,Fiorentina,AwayTeamWin,2002
2672,I1,09/03/02,Inter,Juventus,2,2,D,Draw,Draw,2002
2673,I1,10/03/02,Atalanta,Lecce,2,1,H,Atalanta,HomeTeamWin,2002
2674,I1,10/03/02,Bologna,Milan,2,0,H,Bologna,HomeTeamWin,2002
2675,I1,10/03/02,Fiorentina,Udinese,0,0,D,Draw,Draw,2002
2676,I1,10/03/02,Lazio,Roma,1,5,A,Roma,AwayTeamWin,2002
2677,I1,10/03/02,Piacenza,Perugia,2,0,H,Piacenza,HomeTeamWin,2002
2678,I1,10/03/02,Torino,Chievo,2,2,D,Draw,Draw,2002
2679,I1,10/03/02,Venezia,Brescia,1,2,A,Brescia,AwayTeamWin,2002
2680,I1,10/03/02,Verona,Parma,1,0,H,Verona,HomeTeamWin,2002
2681,I1,13/03/02,Parma,Chievo,0,0,D,Draw,Draw,2002
2682,I1,16/03/02,Roma,Atalanta,3,1,H,Roma,HomeTeamWin,2002
2683,I1,17/03/02,Brescia,Lazio,1,1,D,Draw,Draw,2002
2684,I1,17/03/02,Chievo,Venezia,1,1,D,Draw,Draw,2002
2685,I1,17/03/02,Fiorentina,Bologna,1,1,D,Draw,Draw,2002
2686,I1,17/03/02,Juventus,Verona,1,0,H,Juventus,HomeTeamWin,2002
2687,I1,17/03/02,Lecce,Inter,1,2,A,Inter,AwayTeamWin,2002
2688,I1,17/03/02,Milan,Torino,2,1,H,Milan,HomeTeamWin,2002
2689,I1,17/03/02,Perugia,Parma,2,1,H,Perugia,HomeTeamWin,2002
2690,I1,17/03/02,Udinese,Piacenza,1,1,D,Draw,Draw,2002
2691,I1,23/03/02,Parma,Juventus,1,0,H,Parma,HomeTeamWin,2002
2692,I1,24/03/02,Bologna,Lecce,4,3,H,Bologna,HomeTeamWin,2002
2693,I1,24/03/02,Brescia,Perugia,3,0,H,Brescia,HomeTeamWin,2002
2694,I1,24/03/02,Chievo,Verona,2,1,H,Chievo,HomeTeamWin,2002
2695,I1,24/03/02,Inter,Roma,3,1,H,Inter,HomeTeamWin,2002
2696,I1,24/03/02,Lazio,Udinese,2,0,H,Lazio,HomeTeamWin,2002
2697,I1,24/03/02,Piacenza,Milan,0,1,A,Milan,AwayTeamWin,2002
2698,I1,24/03/02,Torino,Fiorentina,1,0,H,Torino,HomeTeamWin,2002
2699,I1,24/03/02,Venezia,Atalanta,0,1,A,Atalanta,AwayTeamWin,2002
2700,I1,30/03/02,Atalanta,Piacenza,1,1,D,Draw,Draw,2002
2701,I1,30/03/02,Fiorentina,Inter,0,1,A,Inter,AwayTeamWin,2002
2702,I1,30/03/02,Juventus,Lazio,1,1,D,Draw,Draw,2002
2703,I1,30/03/02,Lecce,Venezia,2,1,H,Lecce,HomeTeamWin,2002
2704,I1,30/03/02,Milan,Parma,3,1,H,Milan,HomeTeamWin,2002
2705,I1,30/03/02,Perugia,Chievo,2,2,D,Draw,Draw,2002
2706,I1,30/03/02,Roma,Bologna,3,1,H,Roma,HomeTeamWin,2002
2707,I1,30/03/02,Udinese,Brescia,3,2,H,Udinese,HomeTeamWin,2002
2708,I1,30/03/02,Verona,Torino,0,1,A,Torino,AwayTeamWin,2002
2709,I1,06/04/02,Torino,Bologna,1,1,D,Draw,Draw,2002
2710,I1,07/04/02,Brescia,Verona,0,0,D,Draw,Draw,2002
2711,I1,07/04/02,Chievo,Milan,1,1,D,Draw,Draw,2002
2712,I1,07/04/02,Inter,Atalanta,1,2,A,Atalanta,AwayTeamWin,2002
2713,I1,07/04/02,Lazio,Lecce,1,0,H,Lazio,HomeTeamWin,2002
2714,I1,07/04/02,Parma,Udinese,2,0,H,Parma,HomeTeamWin,2002
2715,I1,07/04/02,Perugia,Juventus,0,4,A,Juventus,AwayTeamWin,2002
2716,I1,07/04/02,Piacenza,Fiorentina,3,0,H,Piacenza,HomeTeamWin,2002
2717,I1,07/04/02,Venezia,Roma,2,2,D,Draw,Draw,2002
2718,I1,14/04/02,Atalanta,Torino,1,1,D,Draw,Draw,2002
2719,I1,14/04/02,Bologna,Piacenza,1,2,A,Piacenza,AwayTeamWin,2002
2720,I1,14/04/02,Fiorentina,Lazio,0,1,A,Lazio,AwayTeamWin,2002
2721,I1,14/04/02,Inter,Brescia,2,1,H,Inter,HomeTeamWin,2002
2722,I1,14/04/02,Juventus,Milan,1,0,H,Juventus,HomeTeamWin,2002
2723,I1,14/04/02,Lecce,Chievo,2,3,A,Chievo,AwayTeamWin,2002
2724,I1,14/04/02,Roma,Parma,3,1,H,Roma,HomeTeamWin,2002
2725,I1,14/04/02,Venezia,Perugia,0,2,A,Perugia,AwayTeamWin,2002
2726,I1,14/04/02,Verona,Udinese,1,0,H,Verona,HomeTeamWin,2002
2727,I1,21/04/02,Brescia,Fiorentina,3,0,H,Brescia,HomeTeamWin,2002
2728,I1,21/04/02,Chievo,Inter,2,2,D,Draw,Draw,2002
2729,I1,21/04/02,Lazio,Verona,5,4,H,Lazio,HomeTeamWin,2002
2730,I1,21/04/02,Milan,Roma,0,0,D,Draw,Draw,2002
2731,I1,21/04/02,Parma,Atalanta,1,1,D,Draw,Draw,2002
2732,I1,21/04/02,Perugia,Bologna,1,0,H,Perugia,HomeTeamWin,2002
2733,I1,21/04/02,Piacenza,Juventus,0,1,A,Juventus,AwayTeamWin,2002
2734,I1,21/04/02,Torino,Lecce,1,1,D,Draw,Draw,2002
2735,I1,21/04/02,Udinese,Venezia,1,0,H,Udinese,HomeTeamWin,2002
2736,I1,28/04/02,Atalanta,Perugia,2,1,H,Atalanta,HomeTeamWin,2002
2737,I1,28/04/02,Bologna,Lazio,2,0,H,Bologna,HomeTeamWin,2002
2738,I1,28/04/02,Fiorentina,Parma,1,2,A,Parma,AwayTeamWin,2002
2739,I1,28/04/02,Inter,Piacenza,3,1,H,Inter,HomeTeamWin,2002
2740,I1,28/04/02,Juventus,Brescia,5,0,H,Juventus,HomeTeamWin,2002
2741,I1,28/04/02,Lecce,Udinese,1,2,A,Udinese,AwayTeamWin,2002
2742,I1,28/04/02,Roma,Chievo,5,0,H,Roma,HomeTeamWin,2002
2743,I1,28/04/02,Venezia,Torino,1,1,D,Draw,Draw,2002
2744,I1,28/04/02,Verona,Milan,1,2,A,Milan,AwayTeamWin,2002
2745,I1,05/05/02,Brescia,Bologna,3,0,H,Brescia,HomeTeamWin,2002
2746,I1,05/05/02,Chievo,Atalanta,2,1,H,Chievo,HomeTeamWin,2002
2747,I1,05/05/02,Lazio,Inter,4,2,H,Lazio,HomeTeamWin,2002
2748,I1,05/05/02,Milan,Lecce,3,0,H,Milan,HomeTeamWin,2002
2749,I1,05/05/02,Parma,Venezia,2,1,H,Parma,HomeTeamWin,2002
2750,I1,05/05/02,Perugia,Fiorentina,2,0,H,Perugia,HomeTeamWin,2002
2751,I1,05/05/02,Piacenza,Verona,3,0,H,Piacenza,HomeTeamWin,2002
2752,I1,05/05/02,Torino,Roma,0,1,A,Roma,AwayTeamWin,2002
2753,I1,05/05/02,Udinese,Juventus,0,2,A,Juventus,AwayTeamWin,2002
2754,I1,14/09/02,Bologna,Roma,2,1,H,Bologna,HomeTeamWin,2002
2755,I1,14/09/02,Como,Empoli,0,2,A,Empoli,AwayTeamWin,2002
2756,I1,14/09/02,Inter,Torino,1,0,H,Inter,HomeTeamWin,2002
2757,I1,14/09/02,Modena,Milan,0,3,A,Milan,AwayTeamWin,2002
2758,I1,15/09/02,Brescia,Piacenza,1,2,A,Piacenza,AwayTeamWin,2002
2759,I1,15/09/02,Juventus,Atalanta,3,0,H,Juventus,HomeTeamWin,2002
2760,I1,15/09/02,Lazio,Chievo,2,3,A,Chievo,AwayTeamWin,2002
2761,I1,15/09/02,Perugia,Reggina,2,0,H,Perugia,HomeTeamWin,2002
2762,I1,15/09/02,Udinese,Parma,1,1,D,Draw,Draw,2002
2763,I1,21/09/02,Empoli,Juventus,0,2,A,Juventus,AwayTeamWin,2002
2764,I1,21/09/02,Milan,Perugia,3,0,H,Milan,HomeTeamWin,2002
2765,I1,22/09/02,Atalanta,Bologna,2,2,D,Draw,Draw,2002
2766,I1,22/09/02,Chievo,Brescia,1,2,A,Brescia,AwayTeamWin,2002
2767,I1,22/09/02,Parma,Como,2,0,H,Parma,HomeTeamWin,2002
2768,I1,22/09/02,Piacenza,Udinese,2,0,H,Piacenza,HomeTeamWin,2002
2769,I1,22/09/02,Reggina,Inter,1,2,A,Inter,AwayTeamWin,2002
2770,I1,22/09/02,Roma,Modena,1,2,A,Modena,AwayTeamWin,2002
2771,I1,22/09/02,Torino,Lazio,0,1,A,Lazio,AwayTeamWin,2002
2772,I1,28/09/02,Juventus,Parma,2,2,D,Draw,Draw,2002
2773,I1,28/09/02,Lazio,Milan,1,1,D,Draw,Draw,2002
2774,I1,29/09/02,Bologna,Piacenza,1,0,H,Bologna,HomeTeamWin,2002
2775,I1,29/09/02,Brescia,Roma,2,3,A,Roma,AwayTeamWin,2002
2776,I1,29/09/02,Como,Reggina,1,1,D,Draw,Draw,2002
2777,I1,29/09/02,Inter,Chievo,2,1,H,Inter,HomeTeamWin,2002
2778,I1,29/09/02,Modena,Torino,2,1,H,Modena,HomeTeamWin,2002
2779,I1,29/09/02,Perugia,Empoli,1,3,A,Empoli,AwayTeamWin,2002
2780,I1,29/09/02,Udinese,Atalanta,1,0,H,Udinese,HomeTeamWin,2002
2781,I1,05/10/02,Reggina,Brescia,2,2,D,Draw,Draw,2002
2782,I1,05/10/02,Roma,Udinese,4,1,H,Roma,HomeTeamWin,2002
2783,I1,06/10/02,Atalanta,Lazio,0,1,A,Lazio,AwayTeamWin,2002
2784,I1,06/10/02,Chievo,Modena,2,0,H,Chievo,HomeTeamWin,2002
2785,I1,06/10/02,Empoli,Bologna,0,0,D,Draw,Draw,2002
2786,I1,06/10/02,Juventus,Como,1,1,D,Draw,Draw,2002
2787,I1,06/10/02,Milan,Torino,6,0,H,Milan,HomeTeamWin,2002
2788,I1,06/10/02,Parma,Perugia,2,2,D,Draw,Draw,2002
2789,I1,06/10/02,Piacenza,Inter,1,4,A,Inter,AwayTeamWin,2002
2790,I1,19/10/02,Empoli,Roma,1,3,A,Roma,AwayTeamWin,2002
2791,I1,19/10/02,Inter,Juventus,1,1,D,Draw,Draw,2002
2792,I1,20/10/02,Atalanta,Milan,1,4,A,Milan,AwayTeamWin,2002
2793,I1,20/10/02,Bologna,Brescia,3,0,H,Bologna,HomeTeamWin,2002
2794,I1,20/10/02,Como,Piacenza,1,1,D,Draw,Draw,2002
2795,I1,20/10/02,Lazio,Perugia,3,0,H,Lazio,HomeTeamWin,2002
2796,I1,20/10/02,Modena,Parma,2,1,H,Modena,HomeTeamWin,2002
2797,I1,20/10/02,Torino,Chievo,1,0,H,Torino,HomeTeamWin,2002
2798,I1,20/10/02,Udinese,Reggina,1,0,H,Udinese,HomeTeamWin,2002
2799,I1,26/10/02,Chievo,Milan,3,2,H,Chievo,HomeTeamWin,2002
2800,I1,26/10/02,Juventus,Udinese,1,0,H,Juventus,HomeTeamWin,2002
2801,I1,27/10/02,Brescia,Como,1,1,D,Draw,Draw,2002
2802,I1,27/10/02,Inter,Bologna,2,0,H,Inter,HomeTeamWin,2002
2803,I1,27/10/02,Lazio,Roma,2,2,D,Draw,Draw,2002
2804,I1,27/10/02,Parma,Atalanta,2,1,H,Parma,HomeTeamWin,2002
2805,I1,27/10/02,Perugia,Modena,2,0,H,Perugia,HomeTeamWin,2002
2806,I1,27/10/02,Piacenza,Empoli,1,2,A,Empoli,AwayTeamWin,2002
2807,I1,27/10/02,Reggina,Torino,2,1,H,Reggina,HomeTeamWin,2002
2808,I1,02/11/02,Torino,Brescia,0,2,A,Brescia,AwayTeamWin,2002
2809,I1,02/11/02,Udinese,Bologna,0,0,D,Draw,Draw,2002
2810,I1,03/11/02,Atalanta,Piacenza,2,0,H,Atalanta,HomeTeamWin,2002
2811,I1,03/11/02,Como,Inter,0,2,A,Inter,AwayTeamWin,2002
2812,I1,03/11/02,Empoli,Lazio,1,2,A,Lazio,AwayTeamWin,2002
2813,I1,03/11/02,Milan,Reggina,2,0,H,Milan,HomeTeamWin,2002
2814,I1,03/11/02,Modena,Juventus,0,1,A,Juventus,AwayTeamWin,2002
2815,I1,03/11/02,Parma,Chievo,0,1,A,Chievo,AwayTeamWin,2002
2816,I1,03/11/02,Roma,Perugia,2,2,D,Draw,Draw,2002
2817,I1,06/11/02,Atalanta,Modena,1,3,A,Modena,AwayTeamWin,2002
2818,I1,06/11/02,Chievo,Perugia,3,0,H,Chievo,HomeTeamWin,2002
2819,I1,06/11/02,Empoli,Inter,3,4,A,Inter,AwayTeamWin,2002
2820,I1,06/11/02,Milan,Udinese,1,0,H,Milan,HomeTeamWin,2002
2821,I1,06/11/02,Parma,Brescia,4,3,H,Parma,HomeTeamWin,2002
2822,I1,06/11/02,Piacenza,Juventus,0,1,A,Juventus,AwayTeamWin,2002
