,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Winner,Result,Year
330,I1,18/09/94,Roma,Genoa,3,0,H,Roma,HomeTeamWin,1994
331,I1,18/09/94,Sampdoria,Foggia,1,1,D,Draw,Draw,1994
332,I1,18/09/94,Torino,Padova,2,0,H,Torino,HomeTeamWin,1994
333,I1,25/09/94,Cagliari,Brescia,2,0,H,Cagliari,HomeTeamWin,1994
334,I1,25/09/94,Cremonese,Milan,1,0,H,Cremonese,HomeTeamWin,1994
335,I1,25/09/94,Foggia,Torino,0,2,A,Torino,AwayTeamWin,1994
336,I1,25/09/94,Genoa,Napoli,3,3,D,Draw,Draw,1994
337,I1,25/09/94,Inter,Fiorentina,3,1,H,Inter,HomeTeamWin,1994
338,I1,25/09/94,Juventus,Sampdoria,1,0,H,Juventus,HomeTeamWin,1994
339,I1,25/09/94,Lazio,Parma,2,2,D,Draw,Draw,1994
340,I1,25/09/94,Padova,Bari,0,2,A,Bari,AwayTeamWin,1994
341,I1,25/09/94,Reggiana,Roma,1,4,A,Roma,AwayTeamWin,1994
342,I1,02/10/94,Bari,Cagliari,0,0,D,Draw,Draw,1994
343,I1,02/10/94,Cremonese,Foggia,1,3,A,Foggia,AwayTeamWin,1994
344,I1,02/10/94,Fiorentina,Lazio,1,1,D,Draw,Draw,1994
345,I1,02/10/94,Genoa,Reggiana,3,1,H,Genoa,HomeTeamWin,1994
346,I1,02/10/94,Juventus,Inter,0,0,D,Draw,Draw,1994
347,I1,02/10/94,Milan,Brescia,1,0,H,Milan,HomeTeamWin,1994
348,I1,02/10/94,Napoli,Padova,3,3,D,Draw,Draw,1994
349,I1,02/10/94,Parma,Torino,2,0,H,Parma,HomeTeamWin,1994
350,I1,02/10/94,Roma,Sampdoria,1,0,H,Roma,HomeTeamWin,1994
351,I1,15/10/94,Brescia,Genoa,1,2,A,Genoa,AwayTeamWin,1994
352,I1,15/10/94,Cagliari,Cremonese,1,0,H,Cagliari,HomeTeamWin,1994
353,I1,15/10/94,Foggia,Juventus,2,0,H,Foggia,HomeTeamWin,1994
354,I1,15/10/94,Inter,Bari,1,2,A,Bari,AwayTeamWin,1994
355,I1,15/10/94,Lazio,Napoli,5,1,H,Lazio,HomeTeamWin,1994
356,I1,15/10/94,Padova,Milan,2,0,H,Padova,HomeTeamWin,1994
357,I1,15/10/94,Reggiana,Fiorentina,1,1,D,Draw,Draw,1994
358,I1,15/10/94,Sampdoria,Parma,3,1,H,Sampdoria,HomeTeamWin,1994
359,I1,16/10/94,Torino,Roma,2,2,D,Draw,Draw,1994
360,I1,23/10/94,Cremonese,Juventus,1,2,A,Juventus,AwayTeamWin,1994
361,I1,23/10/94,Fiorentina,Padova,4,1,H,Fiorentina,HomeTeamWin,1994
362,I1,23/10/94,Foggia,Inter,0,0,D,Draw,Draw,1994
363,I1,23/10/94,Genoa,Lazio,1,2,A,Lazio,AwayTeamWin,1994
364,I1,23/10/94,Milan,Sampdoria,0,0,D,Draw,Draw,1994
365,I1,23/10/94,Napoli,Bari,3,0,H,Napoli,HomeTeamWin,1994
366,I1,23/10/94,Parma,Reggiana,2,1,H,Parma,HomeTeamWin,1994
367,I1,23/10/94,Roma,Cagliari,1,1,D,Draw,Draw,1994
368,I1,23/10/94,Torino,Brescia,2,0,H,Torino,HomeTeamWin,1994
369,I1,30/10/94,Bari,Genoa,4,1,H,Bari,HomeTeamWin,1994
370,I1,30/10/94,Brescia,Fiorentina,2,4,A,Fiorentina,AwayTeamWin,1994
371,I1,30/10/94,Cagliari,Torino,1,0,H,Cagliari,HomeTeamWin,1994
372,I1,30/10/94,Inter,Reggiana,1,0,H,Inter,HomeTeamWin,1994
373,I1,30/10/94,Juventus,Milan,1,0,H,Juventus,HomeTeamWin,1994
374,I1,30/10/94,Lazio,Cremonese,1,0,H,Lazio,HomeTeamWin,1994
375,I1,30/10/94,Padova,Foggia,0,0,D,Draw,Draw,1994
376,I1,30/10/94,Parma,Roma,1,0,H,Parma,HomeTeamWin,1994
377,I1,30/10/94,Sampdoria,Napoli,0,0,D,Draw,Draw,1994
378,I1,06/11/94,Cremonese,Sampdoria,1,0,H,Cremonese,HomeTeamWin,1994
379,I1,06/11/94,Fiorentina,Bari,2,0,H,Fiorentina,HomeTeamWin,1994
380,I1,06/11/94,Foggia,Cagliari,2,0,H,Foggia,HomeTeamWin,1994
381,I1,06/11/94,Genoa,Inter,2,1,H,Genoa,HomeTeamWin,1994
382,I1,06/11/94,Milan,Parma,1,1,D,Draw,Draw,1994
383,I1,06/11/94,Padova,Brescia,2,0,H,Padova,HomeTeamWin,1994
384,I1,06/11/94,Reggiana,Lazio,0,0,D,Draw,Draw,1994
385,I1,06/11/94,Roma,Napoli,1,1,D,Draw,Draw,1994
386,I1,20/11/94,Bari,Cremonese,2,0,H,Bari,HomeTeamWin,1994
387,I1,20/11/94,Brescia,Roma,0,0,D,Draw,Draw,1994
388,I1,20/11/94,Cagliari,Genoa,1,0,H,Cagliari,HomeTeamWin,1994
389,I1,20/11/94,Juventus,Reggiana,3,1,H,Juventus,HomeTeamWin,1994
390,I1,20/11/94,Lazio,Padova,5,1,H,Lazio,HomeTeamWin,1994
391,I1,20/11/94,Milan,Inter,1,1,D,Draw,Draw,1994
392,I1,20/11/94,Napoli,Fiorentina,2,5,A,Fiorentina,AwayTeamWin,1994
393,I1,20/11/94,Parma,Foggia,2,0,H,Parma,HomeTeamWin,1994
394,I1,20/11/94,Sampdoria,Torino,1,1,D,Draw,Draw,1994
395,I1,27/11/94,Brescia,Bari,1,2,A,Bari,AwayTeamWin,1994
396,I1,27/11/94,Fiorentina,Sampdoria,2,2,D,Draw,Draw,1994
397,I1,27/11/94,Foggia,Napoli,1,1,D,Draw,Draw,1994
398,I1,27/11/94,Genoa,Cremonese,0,1,A,Cremonese,AwayTeamWin,1994
399,I1,27/11/94,Inter,Parma,1,1,D,Draw,Draw,1994
400,I1,27/11/94,Lazio,Roma,0,3,A,Roma,AwayTeamWin,1994
401,I1,27/11/94,Padova,Juventus,1,2,A,Juventus,AwayTeamWin,1994
402,I1,27/11/94,Reggiana,Cagliari,0,0,D,Draw,Draw,1994
403,I1,04/12/94,Bari,Foggia,2,1,H,Bari,HomeTeamWin,1994
404,I1,04/12/94,Cagliari,Lazio,1,1,D,Draw,Draw,1994
405,I1,04/12/94,Cremonese,Inter,0,1,A,Inter,AwayTeamWin,1994
406,I1,04/12/94,Juventus,Fiorentina,3,2,H,Juventus,HomeTeamWin,1994
407,I1,04/12/94,Napoli,Torino,1,1,D,Draw,Draw,1994
408,I1,04/12/94,Parma,Brescia,4,0,H,Parma,HomeTeamWin,1994
409,I1,04/12/94,Roma,Padova,2,0,H,Roma,HomeTeamWin,1994
410,I1,04/12/94,Sampdoria,Genoa,3,2,H,Sampdoria,HomeTeamWin,1994
411,I1,11/12/94,Brescia,Sampdoria,0,0,D,Draw,Draw,1994
412,I1,11/12/94,Fiorentina,Roma,1,0,H,Fiorentina,HomeTeamWin,1994
413,I1,11/12/94,Foggia,Milan,1,3,A,Milan,AwayTeamWin,1994
414,I1,11/12/94,Genoa,Parma,0,0,D,Draw,Draw,1994
415,I1,11/12/94,Inter,Napoli,0,2,A,Napoli,AwayTeamWin,1994
416,I1,11/12/94,Lazio,Juventus,3,4,A,Juventus,AwayTeamWin,1994
417,I1,11/12/94,Padova,Cagliari,2,1,H,Padova,HomeTeamWin,1994
418,I1,11/12/94,Reggiana,Cremonese,2,0,H,Reggiana,HomeTeamWin,1994
419,I1,11/12/94,Torino,Bari,2,0,H,Torino,HomeTeamWin,1994
420,I1,18/12/94,Bari,Parma,1,2,A,Parma,AwayTeamWin,1994
421,I1,18/12/94,Cremonese,Torino,3,0,H,Cremonese,HomeTeamWin,1994
422,I1,18/12/94,Fiorentina,Foggia,1,1,D,Draw,Draw,1994
423,I1,18/12/94,Inter,Lazio,0,2,A,Lazio,AwayTeamWin,1994
424,I1,18/12/94,Juventus,Genoa,1,1,D,Draw,Draw,1994
425,I1,18/12/94,Reggiana,Padova,3,0,H,Reggiana,HomeTeamWin,1994
426,I1,18/12/94,Roma,Milan,0,0,D,Draw,Draw,1994
427,I1,18/12/94,Sampdoria,Cagliari,5,0,H,Sampdoria,HomeTeamWin,1994
428,I1,19/12/94,Napoli,Brescia,1,1,D,Draw,Draw,1994
429,I1,21/12/94,Torino,Milan,0,0,D,Draw,Draw,1994
430,I1,08/01/95,Brescia,Reggiana,1,0,H,Brescia,HomeTeamWin,1995
431,I1,08/01/95,Cagliari,Inter,1,1,D,Draw,Draw,1995
432,I1,08/01/95,Foggia,Genoa,2,1,H,Foggia,HomeTeamWin,1995
433,I1,08/01/95,Milan,Napoli,1,1,D,Draw,Draw,1995
434,I1,08/01/95,Padova,Cremonese,3,2,H,Padova,HomeTeamWin,1995
435,I1,08/01/95,Parma,Juventus,1,3,A,Juventus,AwayTeamWin,1995
436,I1,08/01/95,Roma,Bari,2,0,H,Roma,HomeTeamWin,1995
437,I1,08/01/95,Sampdoria,Lazio,3,1,H,Sampdoria,HomeTeamWin,1995
438,I1,08/01/95,Torino,Fiorentina,1,0,H,Torino,HomeTeamWin,1995
439,I1,11/01/95,Milan,Reggiana,2,1,H,Milan,HomeTeamWin,1995
440,I1,15/01/95,Bari,Milan,3,5,A,Milan,AwayTeamWin,1995
441,I1,15/01/95,Cremonese,Brescia,0,0,D,Draw,Draw,1995
442,I1,15/01/95,Fiorentina,Parma,1,1,D,Draw,Draw,1995
443,I1,15/01/95,Genoa,Padova,2,1,H,Genoa,HomeTeamWin,1995
444,I1,15/01/95,Inter,Sampdoria,2,0,H,Inter,HomeTeamWin,1995
445,I1,15/01/95,Juventus,Roma,3,0,H,Juventus,HomeTeamWin,1995
446,I1,15/01/95,Lazio,Foggia,7,1,H,Lazio,HomeTeamWin,1995
447,I1,15/01/95,Napoli,Cagliari,1,1,D,Draw,Draw,1995
448,I1,15/01/95,Reggiana,Torino,1,0,H,Reggiana,HomeTeamWin,1995
449,I1,22/01/95,Brescia,Lazio,0,1,A,Lazio,AwayTeamWin,1995
450,I1,22/01/95,Cagliari,Juventus,3,0,H,Cagliari,HomeTeamWin,1995
451,I1,22/01/95,Foggia,Reggiana,1,0,H,Foggia,HomeTeamWin,1995
452,I1,22/01/95,Milan,Fiorentina,2,0,H,Milan,HomeTeamWin,1995
453,I1,22/01/95,Padova,Inter,1,0,H,Padova,HomeTeamWin,1995
454,I1,22/01/95,Parma,Napoli,2,0,H,Parma,HomeTeamWin,1995
455,I1,22/01/95,Roma,Cremonese,1,1,D,Draw,Draw,1995
456,I1,22/01/95,Sampdoria,Bari,1,1,D,Draw,Draw,1995
457,I1,22/01/95,Torino,Genoa,0,0,D,Draw,Draw,1995
458,I1,25/01/95,Torino,Juventus,3,2,H,Torino,HomeTeamWin,1995
459,I1,29/01/95,Cagliari,Fiorentina,2,0,H,Cagliari,HomeTeamWin,1995
460,I1,29/01/95,Cremonese,Parma,1,1,D,Draw,Draw,1995
461,I1,29/01/95,Foggia,Roma,0,1,A,Roma,AwayTeamWin,1995
462,I1,29/01/95,Inter,Torino,2,1,H,Inter,HomeTeamWin,1995
463,I1,29/01/95,Juventus,Brescia,2,1,H,Juventus,HomeTeamWin,1995
464,I1,29/01/95,Lazio,Bari,0,2,A,Bari,AwayTeamWin,1995
465,I1,29/01/95,Padova,Sampdoria,1,4,A,Sampdoria,AwayTeamWin,1995
466,I1,29/01/95,Reggiana,Napoli,1,2,A,Napoli,AwayTeamWin,1995
467,I1,12/02/95,Bari,Juventus,0,2,A,Juventus,AwayTeamWin,1995
468,I1,12/02/95,Brescia,Foggia,1,0,H,Brescia,HomeTeamWin,1995
469,I1,12/02/95,Fiorentina,Genoa,3,1,H,Fiorentina,HomeTeamWin,1995
470,I1,12/02/95,Milan,Cagliari,1,1,D,Draw,Draw,1995
471,I1,12/02/95,Napoli,Cremonese,1,0,H,Napoli,HomeTeamWin,1995
472,I1,12/02/95,Parma,Padova,1,0,H,Parma,HomeTeamWin,1995
473,I1,12/02/95,Roma,Inter,3,1,H,Roma,HomeTeamWin,1995
474,I1,12/02/95,Sampdoria,Reggiana,2,1,H,Sampdoria,HomeTeamWin,1995
475,I1,12/02/95,Torino,Lazio,2,0,H,Torino,HomeTeamWin,1995
476,I1,15/02/95,Genoa,Milan,1,1,D,Draw,Draw,1995
477,I1,19/02/95,Cagliari,Parma,2,0,H,Cagliari,HomeTeamWin,1995
478,I1,19/02/95,Cremonese,Fiorentina,0,0,D,Draw,Draw,1995
479,I1,19/02/95,Foggia,Sampdoria,1,1,D,Draw,Draw,1995
480,I1,19/02/95,Genoa,Roma,1,0,H,Genoa,HomeTeamWin,1995
481,I1,19/02/95,Inter,Brescia,1,0,H,Inter,HomeTeamWin,1995
482,I1,19/02/95,Juventus,Napoli,1,0,H,Juventus,HomeTeamWin,1995
483,I1,19/02/95,Lazio,Milan,4,0,H,Lazio,HomeTeamWin,1995
484,I1,19/02/95,Padova,Torino,4,2,H,Padova,HomeTeamWin,1995
485,I1,19/02/95,Reggiana,Bari,0,1,A,Bari,AwayTeamWin,1995
486,I1,26/02/95,Bari,Padova,0,1,A,Padova,AwayTeamWin,1995
487,I1,26/02/95,Brescia,Cagliari,2,3,A,Cagliari,AwayTeamWin,1995
488,I1,26/02/95,Fiorentina,Inter,2,2,D,Draw,Draw,1995
489,I1,26/02/95,Milan,Cremonese,3,1,H,Milan,HomeTeamWin,1995
490,I1,26/02/95,Napoli,Genoa,1,0,H,Napoli,HomeTeamWin,1995
491,I1,26/02/95,Parma,Lazio,2,0,H,Parma,HomeTeamWin,1995
492,I1,26/02/95,Roma,Reggiana,2,0,H,Roma,HomeTeamWin,1995
493,I1,26/02/95,Sampdoria,Juventus,0,1,A,Juventus,AwayTeamWin,1995
494,I1,26/02/95,Torino,Foggia,2,0,H,Torino,HomeTeamWin,1995
495,I1,05/03/95,Brescia,Milan,0,5,A,Milan,AwayTeamWin,1995
496,I1,05/03/95,Cagliari,Bari,2,1,H,Cagliari,HomeTeamWin,1995
497,I1,05/03/95,Foggia,Cremonese,0,1,A,Cremonese,AwayTeamWin,1995
498,I1,05/03/95,Inter,Juventus,0,0,D,Draw,Draw,1995
499,I1,05/03/95,Lazio,Fiorentina,8,2,H,Lazio,HomeTeamWin,1995
500,I1,05/03/95,Padova,Napoli,2,0,H,Padova,HomeTeamWin,1995
501,I1,05/03/95,Reggiana,Genoa,0,1,A,Genoa,AwayTeamWin,1995
502,I1,05/03/95,Sampdoria,Roma,3,0,H,Sampdoria,HomeTeamWin,1995
503,I1,05/03/95,Torino,Parma,0,2,A,Parma,AwayTeamWin,1995
504,I1,12/03/95,Bari,Inter,0,1,A,Inter,AwayTeamWin,1995
505,I1,12/03/95,Cremonese,Cagliari,2,0,H,Cremonese,HomeTeamWin,1995
506,I1,12/03/95,Fiorentina,Reggiana,1,1,D,Draw,Draw,1995
507,I1,12/03/95,Genoa,Brescia,1,0,H,Genoa,HomeTeamWin,1995
508,I1,12/03/95,Juventus,Foggia,2,0,H,Juventus,HomeTeamWin,1995
509,I1,12/03/95,Milan,Padova,1,0,H,Milan,HomeTeamWin,1995
510,I1,12/03/95,Napoli,Lazio,3,2,H,Napoli,HomeTeamWin,1995
511,I1,12/03/95,Parma,Sampdoria,3,2,H,Parma,HomeTeamWin,1995
512,I1,12/03/95,Roma,Torino,1,1,D,Draw,Draw,1995
513,I1,19/03/95,Bari,Napoli,1,1,D,Draw,Draw,1995
514,I1,19/03/95,Brescia,Torino,1,4,A,Torino,AwayTeamWin,1995
515,I1,19/03/95,Cagliari,Roma,0,1,A,Roma,AwayTeamWin,1995
516,I1,19/03/95,Inter,Foggia,3,0,H,Inter,HomeTeamWin,1995
517,I1,19/03/95,Juventus,Cremonese,1,0,H,Juventus,HomeTeamWin,1995
518,I1,19/03/95,Lazio,Genoa,4,0,H,Lazio,HomeTeamWin,1995
519,I1,19/03/95,Padova,Fiorentina,0,1,A,Fiorentina,AwayTeamWin,1995
520,I1,19/03/95,Reggiana,Parma,2,2,D,Draw,Draw,1995
521,I1,19/03/95,Sampdoria,Milan,0,3,A,Milan,AwayTeamWin,1995
522,I1,02/04/95,Cremonese,Lazio,0,0,D,Draw,Draw,1995
523,I1,02/04/95,Fiorentina,Brescia,4,0,H,Fiorentina,HomeTeamWin,1995
524,I1,02/04/95,Foggia,Padova,4,1,H,Foggia,HomeTeamWin,1995
525,I1,02/04/95,Genoa,Bari,1,1,D,Draw,Draw,1995
526,I1,02/04/95,Milan,Juventus,0,2,A,Juventus,AwayTeamWin,1995
527,I1,02/04/95,Napoli,Sampdoria,2,0,H,Napoli,HomeTeamWin,1995
528,I1,02/04/95,Reggiana,Inter,0,1,A,Inter,AwayTeamWin,1995
529,I1,02/04/95,Roma,Parma,1,0,H,Roma,HomeTeamWin,1995
530,I1,02/04/95,Torino,Cagliari,3,2,H,Torino,HomeTeamWin,1995
531,I1,09/04/95,Bari,Fiorentina,2,2,D,Draw,Draw,1995
532,I1,09/04/95,Brescia,Padova,1,2,A,Padova,AwayTeamWin,1995
533,I1,09/04/95,Cagliari,Foggia,2,1,H,Cagliari,HomeTeamWin,1995
534,I1,09/04/95,Inter,Genoa,2,0,H,Inter,HomeTeamWin,1995
535,I1,09/04/95,Juventus,Torino,1,2,A,Torino,AwayTeamWin,1995
536,I1,09/04/95,Lazio,Reggiana,2,0,H,Lazio,HomeTeamWin,1995
537,I1,09/04/95,Napoli,Roma,0,0,D,Draw,Draw,1995
538,I1,09/04/95,Parma,Milan,2,3,A,Milan,AwayTeamWin,1995
539,I1,09/04/95,Sampdoria,Cremonese,2,1,H,Sampdoria,HomeTeamWin,1995
540,I1,14/04/95,Cremonese,Bari,0,0,D,Draw,Draw,1995
541,I1,14/04/95,Fiorentina,Napoli,4,0,H,Fiorentina,HomeTeamWin,1995
542,I1,14/04/95,Foggia,Parma,0,0,D,Draw,Draw,1995
543,I1,14/04/95,Genoa,Cagliari,1,1,D,Draw,Draw,1995
544,I1,14/04/95,Inter,Milan,3,1,H,Inter,HomeTeamWin,1995
545,I1,14/04/95,Padova,Lazio,2,0,H,Padova,HomeTeamWin,1995
546,I1,14/04/95,Reggiana,Juventus,1,2,A,Juventus,AwayTeamWin,1995
547,I1,14/04/95,Roma,Brescia,3,0,H,Roma,HomeTeamWin,1995
548,I1,14/04/95,Torino,Sampdoria,0,0,D,Draw,Draw,1995
549,I1,23/04/95,Bari,Brescia,3,0,H,Bari,HomeTeamWin,1995
550,I1,23/04/95,Cagliari,Reggiana,4,2,H,Cagliari,HomeTeamWin,1995
551,I1,23/04/95,Cremonese,Genoa,4,1,H,Cremonese,HomeTeamWin,1995
552,I1,23/04/95,Juventus,Padova,0,1,A,Padova,AwayTeamWin,1995
553,I1,23/04/95,Milan,Torino,5,1,H,Milan,HomeTeamWin,1995
554,I1,23/04/95,Napoli,Foggia,2,1,H,Napoli,HomeTeamWin,1995
555,I1,23/04/95,Parma,Inter,3,0,H,Parma,HomeTeamWin,1995
556,I1,23/04/95,Roma,Lazio,0,2,A,Lazio,AwayTeamWin,1995
557,I1,23/04/95,Sampdoria,Fiorentina,2,2,D,Draw,Draw,1995
558,I1,30/04/95,Brescia,Parma,1,2,A,Parma,AwayTeamWin,1995
559,I1,30/04/95,Fiorentina,Juventus,1,4,A,Juventus,AwayTeamWin,1995
560,I1,30/04/95,Foggia,Bari,2,2,D,Draw,Draw,1995
561,I1,30/04/95,Genoa,Sampdoria,2,1,H,Genoa,HomeTeamWin,1995
562,I1,30/04/95,Inter,Cremonese,0,0,D,Draw,Draw,1995
563,I1,30/04/95,Lazio,Cagliari,0,0,D,Draw,Draw,1995
564,I1,30/04/95,Padova,Roma,0,0,D,Draw,Draw,1995
565,I1,30/04/95,Reggiana,Milan,0,4,A,Milan,AwayTeamWin,1995
566,I1,30/04/95,Torino,Napoli,1,1,D,Draw,Draw,1995
567,I1,07/05/95,Bari,Torino,3,1,H,Bari,HomeTeamWin,1995
568,I1,07/05/95,Cagliari,Padova,2,0,H,Cagliari,HomeTeamWin,1995
569,I1,07/05/95,Cremonese,Reggiana,2,1,H,Cremonese,HomeTeamWin,1995
570,I1,07/05/95,Juventus,Lazio,0,3,A,Lazio,AwayTeamWin,1995
571,I1,07/05/95,Milan,Foggia,3,0,H,Milan,HomeTeamWin,1995
572,I1,07/05/95,Napoli,Inter,1,3,A,Inter,AwayTeamWin,1995
573,I1,07/05/95,Parma,Genoa,0,0,D,Draw,Draw,1995
574,I1,07/05/95,Roma,Fiorentina,2,0,H,Roma,HomeTeamWin,1995
575,I1,07/05/95,Sampdoria,Brescia,2,1,H,Sampdoria,HomeTeamWin,1995
576,I1,13/05/95,Genoa,Juventus,0,4,A,Juventus,AwayTeamWin,1995
577,I1,13/05/95,Parma,Bari,1,0,H,Parma,HomeTeamWin,1995
578,I1,14/05/95,Brescia,Napoli,1,2,A,Napoli,AwayTeamWin,1995
579,I1,14/05/95,Cagliari,Sampdoria,0,2,A,Sampdoria,AwayTeamWin,1995
580,I1,14/05/95,Foggia,Fiorentina,2,1,H,Foggia,HomeTeamWin,1995
581,I1,14/05/95,Lazio,Inter,4,1,H,Lazio,HomeTeamWin,1995
582,I1,14/05/95,Milan,Roma,1,0,H,Milan,HomeTeamWin,1995
583,I1,14/05/95,Padova,Reggiana,3,0,H,Padova,HomeTeamWin,1995
584,I1,14/05/95,Torino,Cremonese,1,1,D,Draw,Draw,1995
585,I1,21/05/95,Bari,Roma,2,2,D,Draw,Draw,1995
586,I1,21/05/95,Cremonese,Padova,3,0,H,Cremonese,HomeTeamWin,1995
587,I1,21/05/95,Fiorentina,Torino,6,3,H,Fiorentina,HomeTeamWin,1995
588,I1,21/05/95,Genoa,Foggia,3,0,H,Genoa,HomeTeamWin,1995
589,I1,21/05/95,Inter,Cagliari,1,2,A,Cagliari,AwayTeamWin,1995
590,I1,21/05/95,Juventus,Parma,4,0,H,Juventus,HomeTeamWin,1995
591,I1,21/05/95,Lazio,Sampdoria,1,0,H,Lazio,HomeTeamWin,1995
592,I1,21/05/95,Napoli,Milan,1,0,H,Napoli,HomeTeamWin,1995
593,I1,21/05/95,Reggiana,Brescia,2,0,H,Reggiana,HomeTeamWin,1995
594,I1,28/05/95,Brescia,Cremonese,1,2,A,Cremonese,AwayTeamWin,1995
595,I1,28/05/95,Cagliari,Napoli,0,1,A,Napoli,AwayTeamWin,1995
596,I1,28/05/95,Foggia,Lazio,0,1,A,Lazio,AwayTeamWin,1995
597,I1,28/05/95,Milan,Bari,0,1,A,Bari,AwayTeamWin,1995
598,I1,28/05/95,Padova,Genoa,1,1,D,Draw,Draw,1995
599,I1,28/05/95,Parma,Fiorentina,3,0,H,Parma,HomeTeamWin,1995
600,I1,28/05/95,Roma,Juventus,3,0,H,Roma,HomeTeamWin,1995
601,I1,28/05/95,Sampdoria,Inter,2,2,D,Draw,Draw,1995
602,I1,28/05/95,Torino,Reggiana,4,0,H,Torino,HomeTeamWin,1995
603,I1,04/06/95,Bari,Sampdoria,1,2,A,Sampdoria,AwayTeamWin,1995
604,I1,04/06/95,Cremonese,Roma,2,5,A,Roma,AwayTeamWin,1995
605,I1,04/06/95,Fiorentina,Milan,1,2,A,Milan,AwayTeamWin,1995
606,I1,04/06/95,Genoa,Torino,1,0,H,Genoa,HomeTeamWin,1995
607,I1,04/06/95,Inter,Padova,2,1,H,Inter,HomeTeamWin,1995
608,I1,04/06/95,Juventus,Cagliari,3,1,H,Juventus,HomeTeamWin,1995
609,I1,04/06/95,Lazio,Brescia,1,0,H,Lazio,HomeTeamWin,1995
610,I1,04/06/95,Napoli,Parma,1,0,H,Napoli,HomeTeamWin,1995
611,I1,04/06/95,Reggiana,Foggia,1,1,D,Draw,Draw,1995
612,I1,27/08/95,Atalanta,Parma,1,1,D,Draw,Draw,1995
613,I1,27/08/95,Bari,Napoli,1,1,D,Draw,Draw,1995
614,I1,27/08/95,Fiorentina,Torino,2,0,H,Fiorentina,HomeTeamWin,1995
615,I1,27/08/95,Inter,Vicenza,1,0,H,Inter,HomeTeamWin,1995
616,I1,27/08/95,Juventus,Cremonese,4,1,H,Juventus,HomeTeamWin,1995
617,I1,27/08/95,Lazio,Piacenza,4,1,H,Lazio,HomeTeamWin,1995
618,I1,27/08/95,Padova,Milan,1,2,A,Milan,AwayTeamWin,1995
619,I1,27/08/95,Sampdoria,Roma,1,1,D,Draw,Draw,1995
620,I1,27/08/95,Udinese,Cagliari,1,0,H,Udinese,HomeTeamWin,1995
621,I1,10/09/95,Cagliari,Lazio,0,1,A,Lazio,AwayTeamWin,1995
622,I1,10/09/95,Cremonese,Sampdoria,0,0,D,Draw,Draw,1995
623,I1,10/09/95,Milan,Udinese,2,1,H,Milan,HomeTeamWin,1995
624,I1,10/09/95,Napoli,Padova,2,0,H,Napoli,HomeTeamWin,1995
625,I1,10/09/95,Parma,Inter,2,1,H,Parma,HomeTeamWin,1995
626,I1,10/09/95,Piacenza,Juventus,0,4,A,Juventus,AwayTeamWin,1995
627,I1,10/09/95,Roma,Atalanta,0,1,A,Atalanta,AwayTeamWin,1995
628,I1,10/09/95,Torino,Bari,3,1,H,Torino,HomeTeamWin,1995
629,I1,10/09/95,Vicenza,Fiorentina,1,0,H,Vicenza,HomeTeamWin,1995
630,I1,17/09/95,Atalanta,Napoli,1,3,A,Napoli,AwayTeamWin,1995
631,I1,17/09/95,Bari,Lazio,3,3,D,Draw,Draw,1995
632,I1,17/09/95,Fiorentina,Cagliari,3,1,H,Fiorentina,HomeTeamWin,1995
633,I1,17/09/95,Inter,Piacenza,0,0,D,Draw,Draw,1995
634,I1,17/09/95,Juventus,Vicenza,1,0,H,Juventus,HomeTeamWin,1995
635,I1,17/09/95,Padova,Torino,1,1,D,Draw,Draw,1995
636,I1,17/09/95,Roma,Milan,1,2,A,Milan,AwayTeamWin,1995
637,I1,17/09/95,Sampdoria,Parma,3,0,H,Sampdoria,HomeTeamWin,1995
638,I1,17/09/95,Udinese,Cremonese,3,2,H,Udinese,HomeTeamWin,1995
639,I1,24/09/95,Cagliari,Juventus,0,0,D,Draw,Draw,1995
640,I1,24/09/95,Cremonese,Roma,0,1,A,Roma,AwayTeamWin,1995
641,I1,24/09/95,Lazio,Udinese,2,2,D,Draw,Draw,1995
642,I1,24/09/95,Milan,Atalanta,3,0,H,Milan,HomeTeamWin,1995
643,I1,24/09/95,Napoli,Inter,2,1,H,Napoli,HomeTeamWin,1995
644,I1,24/09/95,Parma,Fiorentina,3,0,H,Parma,HomeTeamWin,1995
645,I1,24/09/95,Piacenza,Bari,3,2,H,Piacenza,HomeTeamWin,1995
646,I1,24/09/95,Torino,Sampdoria,1,1,D,Draw,Draw,1995
647,I1,24/09/95,Vicenza,Padova,2,1,H,Vicenza,HomeTeamWin,1995
648,I1,01/10/95,Atalanta,Piacenza,2,0,H,Atalanta,HomeTeamWin,1995
649,I1,01/10/95,Bari,Milan,1,0,H,Bari,HomeTeamWin,1995
650,I1,01/10/95,Fiorentina,Cremonese,3,2,H,Fiorentina,HomeTeamWin,1995
651,I1,01/10/95,Inter,Torino,4,0,H,Inter,HomeTeamWin,1995
652,I1,01/10/95,Juventus,Napoli,1,1,D,Draw,Draw,1995
653,I1,01/10/95,Padova,Parma,1,3,A,Parma,AwayTeamWin,1995
654,I1,01/10/95,Roma,Lazio,0,0,D,Draw,Draw,1995
655,I1,01/10/95,Sampdoria,Cagliari,1,2,A,Cagliari,AwayTeamWin,1995
656,I1,01/10/95,Udinese,Vicenza,1,1,D,Draw,Draw,1995
657,I1,15/10/95,Atalanta,Inter,1,1,D,Draw,Draw,1995
658,I1,15/10/95,Cagliari,Cremonese,1,0,H,Cagliari,HomeTeamWin,1995
